0	99900	100	0
1	99900	100	0
2	99837	163	0
3	99630	370	0
4	98830	1170	0
5	96335	3665	0
6	91460	8540	0
7	84087	15913	0
8	75006	24994	0
9	65540	34460	0
10	56881	43119	0
11	49475	50525	0
12	43493	56407	100
13	38433	61404	163
14	34295	65335	370
15	30879	67951	1170
16	28164	68171	3665
17	26005	65455	8540
18	24278	59809	15913
19	22888	52118	24994
20	21930	43610	34460
21	21182	35699	43119
22	20627	28848	50525
23	20194	23299	56507
24	19893	18540	61567
25	19641	14654	65705
26	19454	11425	69121
27	19415	8849	71736
28	19365	6803	73832
29	19474	5174	75352
30	20197	3861	75942
31	22491	3104	74405
32	26858	2864	70278
33	32871	3669	63460
34	39593	5595	54812
35	45071	9282	45647
36	48031	14729	37240
37	48633	21346	30021
38	47387	28435	24178
39	45482	35287	19231
40	43121	41688	15191
41	40610	47538	11852
42	38179	52483	9338
43	35835	56478	7687
44	33587	59093	7320
45	31618	60093	8289
46	29838	58843	11319
47	28273	55457	16270
48	27020	50461	22519
49	26050	44636	29314
50	25248	38774	35978
51	24646	33129	42225
52	24135	27900	47965
53	23739	23289	52972
54	23429	19209	57362
55	23159	15602	61239
56	22958	12521	64521
57	22919	10023	67058
58	23189	7948	68863
59	24148	6541	69311
60	25760	5885	68355
61	28508	6022	65470
62	32253	7122	60625
63	35999	9482	54519
64	39068	13106	47826
65	40800	17916	41284
66	41508	23339	35153
67	41337	29159	29504
68	40496	34906	24598
69	39308	40359	20333
70	38033	45208	16759
71	36656	49197	14147
72	35246	52105	12649
73	33829	53881	12290
74	32438	54022	13540
75	31023	52681	16296
76	29864	49710	20426
77	28747	45890	25363
78	27883	41354	30763
79	27128	36657	36215
80	26544	31973	41483
81	26092	27543	46365
82	25702	23475	50823
83	25406	19863	54731
84	25216	16561	58223
85	25160	13819	61021
86	25429	11479	63092
87	26005	9881	64114
88	27007	8862	64131
89	28666	8699	62635
90	30792	9442	59766
91	33309	11151	55540
92	35480	13951	50569
93	37179	17682	45139
94	38108	22204	39688
95	38429	27146	34425
96	38200	32168	29632
97	37748	36878	25374
98	36983	41127	21890
99	35971	44917	19112
100	35014	47674	17312
101	34026	49447	16527
102	32910	50109	16981
103	31864	49506	18630
104	30890	47643	21467
105	29984	44781	25235
106	29167	41235	29598
107	28464	37279	34257
108	27825	33398	38777
109	27258	29588	43154
110	26805	25727	47468
111	26520	22313	51167
112	26298	19207	54495
113	26240	16551	57209
114	26418	14308	59274
115	26887	12702	60411
116	27779	11647	60574
117	28944	11374	59682
118	30408	12007	57585
119	32167	13340	54493
120	33829	15633	50538
121	35221	18730	46049
122	36221	22467	41312
123	36600	26576	36824
124	36526	30841	32633
125	36491	34844	28665
126	36034	38527	25439
127	35496	41730	22774
128	34772	44281	20947
129	34089	45825	20086
130	33251	46559	20190
131	32524	46086	21390
132	31740	44716	23544
133	30941	42559	26500
134	30256	39742	30002
135	29676	36438	33886
136	29138	33080	37782
137	28653	29694	41653
138	28350	26353	45297
139	28146	23177	48677
140	28033	20364	51603
141	28055	17898	54047
142	28243	15928	55829
143	28653	14461	56886
144	29335	13613	57052
145	30192	13404	56404
146	31377	13932	54691
147	32530	15338	52132
148	33731	17389	48880
149	34744	20182	45074
150	35494	23493	41013
151	35866	27011	37123
152	35895	30687	33418
153	35723	34250	30027
154	35459	37475	27066
155	35075	40085	24840
156	34540	42211	23249
157	33872	43591	22537
158	33121	44125	22754
159	32538	43752	23710
160	31966	42520	25514
161	31377	40555	28068
162	30799	38147	31054
163	30264	35325	34411
164	29829	32247	37924
165	29425	29211	41364
166	29161	26278	44561
167	29002	23436	47562
168	28905	20895	50200
169	28957	18625	52418
170	29214	16937	53849
171	29700	15670	54630
172	30248	15061	54691
173	31093	15044	53863
174	31904	15749	52347
175	32866	17145	49989
176	33895	19023	47082
177	34657	21515	43828
178	35266	24423	40311
179	35611	27544	36845
180	35746	30686	33568
181	35641	33658	30701
182	35460	36451	28089
183	35072	38767	26161
184	34675	40543	24782
185	34051	41605	24344
186	33588	41798	24614
187	32932	41518	25550
188	32262	40542	27196
189	31638	38953	29409
190	31062	36796	32142
191	30561	34396	35043
192	30127	31792	38081
193	29739	29157	41104
194	29446	26521	44033
195	29265	24035	46700
196	29217	21771	49012
197	29259	19999	50742
198	29518	18475	52007
199	29909	17397	52694
200	30565	16822	52613
201	31176	17031	51793
202	31850	17734	50416
203	32712	18930	48358
204	33382	20780	45838
205	34051	22939	43010
206	34491	25460	40049
207	34767	28108	37125
208	34827	30883	34290
209	34820	33465	31715
210	34750	35702	29548
211	34481	37689	27830
212	33923	39051	27026
213	33557	39811	26632
214	33159	40095	26746
215	32762	39573	27665
216	32229	38618	29153
217	31728	37159	31113
218	31245	35314	33441
219	30866	33118	36016
220	30579	30762	38659
221	30374	28411	41215
222	30187	26065	43748
223	29982	23940	46078
224	29920	22112	47968
225	30056	20500	49444
226	30203	19381	50416
227	30640	18620	50740
228	31077	18385	50538
229	31415	18760	49825
230	32083	19563	48354
231	32621	20897	46482
232	33249	22585	44166
233	33647	24648	41705
234	34090	26775	39135
235	34282	29103	36615
236	34362	31396	34242
237	34484	33408	32108
238	34352	35339	30309
239	34056	36832	29112
240	33769	37741	28490
241	33365	38291	28344
242	32957	38282	28761
243	32578	37830	29592
244	32152	36809	31039
245	31742	35466	32792
246	31314	33730	34956
247	30951	31822	37227
248	30666	29883	39451
249	30574	27718	41708
250	30471	25697	43832
251	30336	23933	45731
252	30467	22279	47254
253	30590	20987	48423
254	30866	20097	49037
255	31201	19711	49088
256	31556	19749	48695
257	31975	20236	47789
258	32345	21191	46464
259	32962	22352	44686
260	33329	24020	42651
261	33707	25867	40426
262	33992	27740	38268
263	34064	29811	36125
264	34177	31752	34071
265	34125	33573	32302
266	34057	34885	31058
267	33811	36036	30153
268	33479	36778	29743
269	33096	37079	29825
270	32749	37022	30229
271	32379	36416	31205
272	32037	35400	32563
273	31712	34102	34186
274	31381	32566	36053
275	31090	30805	38105
276	30907	28915	40178
277	30676	27314	42010
278	30510	25580	43910
279	30468	23998	45534
280	30494	22699	46807
281	30737	21723	47540
282	30978	21150	47872
283	31294	20979	47727
284	31613	21290	47097
285	31901	21832	46267
286	32317	22793	44890
287	32720	24054	43226
288	33026	25390	41584
289	33335	26986	39679
290	33567	28653	37780
291	33797	30270	35933
292	33717	31905	34378
293	33734	33280	32986
294	33746	34326	31928
295	33686	35006	31308
296	33480	35443	31077
297	33191	35542	31267
298	32854	35266	31880
299	32435	34693	32872
300	32139	33762	34099
301	31760	32612	35628
302	31469	31243	37288
303	31309	29722	38969
304	31046	28268	40686
305	30864	26880	42256
306	30872	25513	43615
307	30799	24404	44797
308	30860	23481	45659
309	30942	22891	46167
310	31127	22598	46275
311	31346	22625	46029
312	31587	22966	45447
313	31979	23544	44477
314	32230	24469	43301
315	32585	25447	41968
316	32857	26660	40483
317	33105	28037	38858
318	33315	29389	37296
319	33465	30675	35860
320	33497	31771	34732
321	33464	32669	33867
322	33476	33313	33211
323	33435	33694	32871
324	33374	33871	32755
325	33262	33661	33077
326	33028	33319	33653
327	32898	32571	34531
328	32618	31730	35652
329	32360	30677	36963
330	32147	29586	38267
331	31933	28444	39623
332	31703	27274	41023
333	31620	26260	42120
334	31512	25404	43084
335	31646	24619	43735
336	31709	24151	44140
337	31773	23880	44347
338	31914	23950	44136
339	31985	24177	43838
340	32228	24601	43171
341	32338	25256	42406
342	32521	26072	41407
343	32694	27046	40260
344	32849	28160	38991
345	32994	29193	37813
346	33185	30232	36583
347	33275	31103	35622
348	33272	31814	34914
349	33161	32447	34392
350	32974	32882	34144
351	32913	32976	34111
352	32863	32794	34343
353	32646	32446	34908
354	32528	31896	35576
355	32420	31106	36474
356	32297	30283	37420
357	32139	29490	38371
358	32065	28484	39451
359	32053	27479	40468
360	32031	26534	41435
361	31857	25736	42407
362	31908	25156	42936
363	31966	24777	43257
364	32027	24569	43404
365	32098	24607	43295
366	32168	24853	42979
367	32295	25258	42447
368	32399	25812	41789
369	32501	26610	40889
370	32797	27416	39787
371	32873	28351	38776
372	32768	29321	37911
373	32740	30271	36989
374	32749	31031	36220
375	32850	31624	35526
376	32898	32082	35020
377	32803	32341	34856
378	32595	32494	34911
379	32531	32314	35155
380	32461	31936	35603
381	32348	31555	36097
382	32394	30762	36844
383	32328	29930	37742
384	32128	29096	38776
385	31935	28293	39772
386	31929	27455	40616
387	31948	26686	41366
388	31943	26016	42041
389	31962	25410	42628
390	32000	25100	42900
391	32031	25037	42932
392	32019	25182	42799
393	32047	25605	42348
394	32147	25993	41860
395	32280	26458	41262
396	32285	27066	40649
397	32482	27798	39720
398	32750	28519	38731
399	32876	29338	37786
400	32927	30066	37007
401	32809	30815	36376
402	32725	31388	35887
403	32737	31623	35640
404	32805	31736	35459
405	32686	31775	35539
406	32564	31652	35784
407	32594	31246	36160
408	32364	30880	36756
409	32318	30362	37320
410	32213	29759	38028
411	32208	29012	38780
412	32045	28219	39736
413	31985	27426	40589
414	31980	26773	41247
415	32088	26127	41785
416	32055	25731	42214
417	32133	25468	42399
418	32228	25548	42224
419	32327	25642	42031
420	32415	25896	41689
421	32485	26186	41329
422	32550	26724	40726
423	32662	27181	40157
424	32663	27841	39496
425	32740	28578	38682
426	32759	29395	37846
427	32958	29912	37130
428	33041	30480	36479
429	32990	30861	36149
430	32907	31156	35937
431	32841	31349	35810
432	32754	31383	35863
433	32511	31285	36204
434	32498	31044	36458
435	32452	30573	36975
436	32575	29924	37501
437	32510	29261	38229
438	32514	28663	38823
439	32460	28007	39533
440	32411	27352	40237
441	32352	26682	40966
442	32458	26114	41428
443	32533	25689	41778
444	32664	25395	41941
445	32767	25373	41860
446	32796	25552	41652
447	32827	25934	41239
448	32974	26260	40766
449	32883	26812	40305
450	32946	27355	39699
451	33096	27893	39011
452	33223	28524	38253
453	33276	29094	37630
454	33233	29780	36987
455	33243	30282	36475
456	33238	30685	36077
457	33265	30880	35855
458	33220	30990	35790
459	33166	31093	35741
460	33041	30886	36073
461	32885	30634	36481
462	32629	30391	36980
463	32583	29901	37516
464	32536	29403	38061
465	32470	28770	38760
466	32413	28182	39405
467	32336	27584	40080
468	32292	27087	40621
469	32284	26625	41091
470	32348	26213	41439
471	32411	26003	41586
472	32535	25902	41563
473	32636	25927	41437
474	32567	26276	41157
475	32732	26616	40652
476	32805	27020	40175
477	32727	27579	39694
478	32764	28096	39140
479	32772	28614	38614
480	32839	29225	37936
481	32868	29762	37370
482	32902	30194	36904
483	32851	30564	36585
484	32832	30794	36374
485	32852	30808	36340
486	32814	30804	36382
487	32735	30704	36561
488	32752	30366	36882
489	32662	30003	37335
490	32448	29727	37825
491	32403	29206	38391
492	32458	28592	38950
493	32347	28139	39514
494	32292	27646	40062
495	32332	27125	40543
496	32363	26702	40935
497	32399	26418	41183
498	32409	26228	41363
499	32367	26312	41321
500	32395	26543	41062
501	32400	26664	40936
502	32454	26969	40577
503	32595	27442	39963
504	32602	27841	39557
505	32598	28308	39094
506	32766	28791	38443
507	32761	29364	37875
508	32763	29830	37407
509	32729	30244	37027
510	32756	30405	36839
511	32680	30523	36797
512	32663	30541	36796
513	32715	30443	36842
514	32707	30254	37039
515	32661	29944	37395
516	32769	29556	37675
517	32734	29238	38028
518	32502	28851	38647
519	32464	28438	39098
520	32417	27958	39625
521	32324	27557	40119
522	32238	27144	40618
523	32311	26770	40919
524	32386	26557	41057
525	32457	26562	40981
526	32549	26655	40796
527	32477	26956	40567
528	32465	27238	40297
529	32422	27522	40056
530	32425	27880	39695
531	32466	28259	39275
532	32456	28659	38885
533	32472	29130	38398
534	32534	29607	37859
535	32587	30043	37370
536	32593	30269	37138
537	32473	30599	36928
538	32445	30573	36982
539	32499	30409	37092
540	32525	30151	37324
541	32547	29822	37631
542	32577	29445	37978
543	32613	29081	38306
544	32740	28583	38677
545	32796	28176	39028
546	32871	27674	39455
547	32867	27283	39850
548	32832	26785	40383
549	32752	26463	40785
550	32713	26343	40944
551	32845	26242	40913
552	32842	26360	40798
553	32895	26638	40467
554	32830	27021	40149
555	32759	27503	39738
556	32808	27868	39324
557	32731	28399	38870
558	32631	28895	38474
559	32649	29313	38038
560	32544	29815	37641
561	32502	30254	37244
562	32514	30600	36886
563	32680	30761	36559
564	32650	30818	36532
565	32449	30790	36761
566	32272	30638	37090
567	32281	30349	37370
568	32176	30000	37824
569	32123	29589	38288
570	32122	29110	38768
571	32161	28559	39280
572	32152	28024	39824
573	32183	27614	40203
574	32295	27170	40535
575	32286	26827	40887
576	32284	26508	41208
577	32252	26262	41486
578	32400	26241	41359
579	32483	26331	41186
580	32671	26473	40856
581	32772	26853	40375
582	32611	27418	39971
583	32628	27923	39449
584	32610	28468	38922
585	32588	29020	38392
586	32652	29449	37899
587	32617	29921	37462
588	32579	30273	37148
589	32481	30680	36839
590	32514	30787	36699
591	32466	30995	36539
592	32427	30983	36590
593	32205	30755	37040
594	32254	30374	37372
595	32276	29923	37801
596	32267	29431	38302
597	32195	29016	38789
598	32274	28367	39359
599	32340	27853	39807
600	32287	27364	40349
601	32337	27004	40659
602	32346	26628	41026
603	32353	26336	41311
604	32251	26195	41554
605	32404	26181	41415
606	32432	26317	41251
607	32501	26619	40880
608	32678	26935	40387
609	32731	27466	39803
610	32846	27962	39192
611	32931	28376	38693
612	32841	28945	38214
613	32911	29356	37733
614	32813	29813	37374
615	32821	30110	37069
616	32677	30514	36809
617	32729	30698	36573
618	32683	30801	36516
619	32618	30815	36567
620	32457	30648	36895
621	32301	30468	37231
622	32136	30226	37638
623	32135	29722	38143
624	32082	29196	38722
625	32128	28538	39334
626	32210	27975	39815
627	32269	27412	40319
628	32392	26965	40643
629	32501	26518	40981
630	32698	26115	41187
631	32613	26025	41362
632	32699	25919	41382
633	32804	25951	41245
634	32817	26253	40930
635	32833	26715	40452
636	32786	27304	39910
637	32751	27835	39414
638	32802	28412	38786
639	32794	28954	38252
640	32868	29446	37686
641	32962	29846	37192
642	33029	30098	36873
643	32965	30432	36603
644	32849	30756	36395
645	32830	30802	36368
646	32677	30804	36519
647	32638	30616	36746
648	32603	30374	37023
649	32571	29953	37476
650	32459	29531	38010
651	32386	29020	38594
652	32426	28511	39063
653	32413	28028	39559
654	32377	27553	40070
655	32318	27049	40633
656	32333	26612	41055
657	32544	26158	41298
658	32578	25979	41443
659	32660	25894	41446
660	32808	26016	41176
661	32948	26226	40826
662	33019	26671	40310
663	32951	27310	39739
664	33012	27813	39175
665	32978	28353	38669
666	32804	28960	38236
667	32634	29545	37821
668	32625	30017	37358
669	32649	30361	36990
670	32718	30698	36584
671	32761	30849	36390
